IP,Time,Processor Time,Page Faults,Cache Faults,Available Bytes,Committed Bytes,Response Time
URMILA-PC,17:52:41,10.401877,19214.97,2837.66,4.4343869E9,5.0496348E9,32246389500
URMILA-PC,17:52:41,10.401877,19214.97,2837.66,4.4343869E9,5.0496348E9,34246691800
URMILA-PC,17:52:51,6.390695,9182.541,3257.2837,4.4537774E9,5.0307891E9,20301436700
DESKTOP-Q00J1OI,17:52:55,28.084759,2743.5515,9.145172,8.8961434E8,1.64115374E10,7563492800
URMILA-PC,17:52:51,6.390695,9182.541,3257.2837,4.4537774E9,5.0307891E9,7563584800
DESKTOP-Q00J1OI,17:52:55,28.084759,2743.5515,9.145172,8.8961434E8,1.64115374E10,46649093100
DESKTOP-Q00J1OI,17:53:05,44.949852,14805.587,615.87103,8.8156979E8,1.64337705E10,8685955100
URMILA-PC,17:53:01,5.404649,11688.207,1912.2886,4.4330435E9,5.0178499E9,8684979600
DESKTOP-Q00J1OI,17:53:16,24.25468,2147.659,0.798015,8.9726157E8,1.63914424E10,47464839100
URMILA-PC,17:53:51,4.823864,17669.402,605.4163,4.4520448E9,4.9903821E9,20888814200
URMILA-PC,17:53:51,4.823864,17669.402,605.4163,4.4520448E9,4.9903821E9,20007681600
DESKTOP-Q00J1OI,17:54:04,28.492615,3141.3357,17.926588,8.0051405E8,1.64800635E10,23361987900
DESKTOP-Q00J1OI,17:54:04,28.492615,3141.3357,17.926588,8.0051405E8,1.64800635E10,28249153900
URMILA-PC,17:54:21,3.919694,11893.548,483.11356,4.4016148E9,5.0330542E9,20008329000
DESKTOP-Q00J1OI,17:54:35,24.947512,1035.8558,0.199587,7.7098598E8,1.65095793E10,30135794000
URMILA-PC,17:54:51,4.171307,5375.199,52.320175,4.4150784E9,5.0313708E9,20011558500
DESKTOP-Q00J1OI,17:54:57,23.63976,885.9893,1.597456,7.6914278E8,1.65088748E10,20925677800
DESKTOP-Q00J1OI,17:55:19,25.753286,1384.9803,24.756748,7.5412685E8,1.65238784E10,2752373700
DESKTOP-Q00J1OI,17:55:19,25.753286,1384.9803,24.756748,7.5412685E8,1.65238784E10,50344440000
URMILA-PC,17:55:31,3.960093,4606.58,30.157972,4.4197069E9,5.0290647E9,20327202800
URMILA-PC,17:55:41,3.431985,4219.2573,32.174507,4.4128051E9,5.0371011E9,26832707800
DESKTOP-Q00J1OI,17:55:43,24.513557,876.6687,0.0,7.1882752E8,1.65425111E10,27100504600
URMILA-PC,17:55:51,2.629341,4446.33,44.5412,4.4230943E9,5.0203812E9,20506056300
DESKTOP-Q00J1OI,17:55:55,25.648113,1693.3256,1.596159,7.124009E8,1.65474099E10,22685336600
DESKTOP-Q00J1OI,17:56:05,24.00608,988.4616,0.798112,7.0822298E8,1.65528822E10,15177827900
URMILA-PC,17:56:41,1.734763,4367.8413,80.89334,4.43759E9,5.010604E9,51556741900
URMILA-PC,17:56:51,2.79951,4381.382,23.36577,4.4418621E9,5.0116198E9,20008844900
DESKTOP-Q00J1OI,17:56:58,25.13184,887.3284,0.0,7.0145638E8,1.65685453E10,20743249900
URMILA-PC,17:57:31,2.52232,4244.0195,38.976303,4.4469002E9,4.9983365E9,13039193500
URMILA-PC,17:57:51,2.930387,4780.7314,214.34584,4.3629117E9,5.0666209E9,20012016700
DESKTOP-Q00J1OI,17:57:51,26.611362,1002.3654,0.0,1.0597376E9,1.65941289E10,20391169900
DESKTOP-Q00J1OI,08:48:05,15.982936,1702.7521,0.0,1.10976205E9,5.8690765E9,4487321000
mahananda,08:48:12,16.02262,16070.106,377.11832,1.27381504E9,4.0808489E9,4946255900
URMILA-PC,08:48:11,5.362459,10175.12,3712.8735,4.5881344E9,4.8396247E9,8569067700
URMILA-PC,08:48:11,5.362459,10175.12,3712.8735,4.5881344E9,4.8396247E9,8387693000
URMILA-PC,08:48:31,5.280205,6258.948,122.74015,3.88715725E9,5.5334298E9,23810552800
mahananda,08:48:32,37.336067,7417.725,423.26648,9.2739584E8,4.3082957E9,24637421000
mahananda,08:48:32,37.336067,7417.725,423.26648,9.2739584E8,4.3082957E9,24340276100
DESKTOP-Q00J1OI,08:48:36,32.61108,8184.2764,103.24706,1.01187994E9,5.9526881E9,24819101500
DESKTOP-Q00J1OI,08:48:36,32.61108,8184.2764,103.24706,1.01187994E9,5.9526881E9,24525687700
URMILA-PC,08:48:31,5.280205,6258.948,122.74015,3.88715725E9,5.5334298E9,24807775500
DESKTOP-Q00J1OI,08:48:36,32.61108,8184.2764,103.24706,1.01187994E9,5.9526881E9,8070126100
DESKTOP-Q00J1OI,08:48:56,30.02736,3706.9626,88.9687,9.8483405E8,5.9913462E9,2449575500
URMILA-PC,08:49:01,8.154771,24449.037,8729.532,3.9475241E9,5.5549624E9,18055481200
DESKTOP-Q00J1OI,08:49:06,26.920372,3713.831,104.12051,9.8643149E8,5.9865293E9,1481010700
DESKTOP-Q00J1OI,08:49:06,26.920372,3713.831,104.12051,9.8643149E8,5.9865293E9,7725189500
URMILA-PC,08:49:01,8.154771,24449.037,8729.532,3.9475241E9,5.5549624E9,8045278400
URMILA-PC,08:49:01,8.154771,24449.037,8729.532,3.9475241E9,5.5549624E9,9540774400
mahananda,08:49:03,15.565751,11320.017,847.2499,1.07528192E9,4.3343667E9,10667762500
mahananda,08:49:03,15.565751,11320.017,847.2499,1.07528192E9,4.3343667E9,8044852400
DESKTOP-Q00J1OI,08:49:06,26.920372,3713.831,104.12051,9.8643149E8,5.9865293E9,1573577400
mahananda,08:49:03,15.565751,11320.017,847.2499,1.07528192E9,4.3343667E9,7722675400
mahananda,08:49:13,3.885571,369.9655,5.986497,1.10655078E9,4.28653363E9,21608833300
mahananda,08:49:13,3.885571,369.9655,5.986497,1.10655078E9,4.28653363E9,33921063000
URMILA-PC,08:49:11,13.495531,32975.7,12886.685,4.2968105E9,5.1875553E9,4222724500
mahananda,08:49:13,3.885571,369.9655,5.986497,1.10655078E9,4.28653363E9,5543868700
mahananda,08:49:13,3.885571,369.9655,5.986497,1.10655078E9,4.28653363E9,1132556500
URMILA-PC,08:49:11,13.495531,32975.7,12886.685,4.2968105E9,5.1875553E9,21565615400
DESKTOP-Q00J1OI,08:49:16,36.41249,7017.091,56.52501,9.0232422E8,6.0695593E9,21989048600
URMILA-PC,08:49:21,7.857827,20955.266,11794.696,4.18906931E9,5.3057167E9,9814776900
DESKTOP-Q00J1OI,08:49:26,27.313845,4152.5493,113.81224,9.0770637E8,6.0808479E9,9814750200
mahananda,08:49:23,8.8774,1303.3396,16.99139,1.13408E9,4.24863744E9,9458539800
DESKTOP-Q00J1OI,08:49:26,27.313845,4152.5493,113.81224,9.0770637E8,6.0808479E9,6961840000
URMILA-PC,08:49:21,7.857827,20955.266,11794.696,4.18906931E9,5.3057167E9,155834700
mahananda,08:49:23,8.8774,1303.3396,16.99139,1.13408E9,4.24863744E9,24290394700
DESKTOP-Q00J1OI,08:49:26,27.313845,4152.5493,113.81224,9.0770637E8,6.0808479E9,2232888000
mahananda,08:49:23,8.8774,1303.3396,16.99139,1.13408E9,4.24863744E9,2568175200
DESKTOP-Q00J1OI,08:49:37,34.766853,4389.8677,9.976519,8.1523507E8,6.1831619E9,2042169500
DESKTOP-Q00J1OI,08:49:37,34.766853,4389.8677,9.976519,8.1523507E8,6.1831619E9,20794283300
mahananda,08:49:33,11.848187,1845.245,56.31592,1.13133158E9,4.2536919E9,9329540900
mahananda,08:49:33,11.848187,1845.245,56.31592,1.13133158E9,4.2536919E9,1057556800
URMILA-PC,08:49:41,11.111603,21042.053,9224.437,4.17257882E9,5.2855112E9,1050864300
URMILA-PC,08:49:41,11.111603,21042.053,9224.437,4.17257882E9,5.2855112E9,1976172700
DESKTOP-Q00J1OI,08:49:47,18.176584,1225.286,2.995321,8.6187622E8,6.131114E9,1976716000
URMILA-PC,08:49:41,11.111603,21042.053,9224.437,4.17257882E9,5.2855112E9,20580418100
URMILA-PC,08:49:41,11.111603,21042.053,9224.437,4.17257882E9,5.2855112E9,45091547900
URMILA-PC,08:49:41,11.111603,21042.053,9224.437,4.17257882E9,5.2855112E9,45134936200
URMILA-PC,08:49:41,11.111603,21042.053,9224.437,4.17257882E9,5.2855112E9,53966575900
DESKTOP-Q00J1OI,08:49:47,18.176584,1225.286,2.995321,8.6187622E8,6.131114E9,54728967500
DESKTOP-Q00J1OI,08:49:47,18.176584,1225.286,2.995321,8.6187622E8,6.131114E9,568706800
DESKTOP-Q00J1OI,08:49:47,18.176584,1225.286,2.995321,8.6187622E8,6.131114E9,5974360900
URMILA-PC,08:49:51,8.078783,18831.066,6578.338,4.21430886E9,5.2368712E9,5976266800
mahananda,08:49:53,7.924168,4075.4792,70.914375,1.05957786E9,4.3133379E9,6324717200
DESKTOP-Q00J1OI,08:49:47,18.176584,1225.286,2.995321,8.6187622E8,6.131114E9,61238853800
URMILA-PC,08:49:51,8.078783,18831.066,6578.338,4.21430886E9,5.2368712E9,6327705200
mahananda,08:49:53,7.924168,4075.4792,70.914375,1.05957786E9,4.3133379E9,6428022100
URMILA-PC,08:49:51,8.078783,18831.066,6578.338,4.21430886E9,5.2368712E9,2170538700
DESKTOP-Q00J1OI,08:49:57,22.997246,1739.3354,5.787142,8.067113E8,6.1946757E9,33786760900
DESKTOP-Q00J1OI,08:49:57,22.997246,1739.3354,5.787142,8.067113E8,6.1946757E9,20256327200
mahananda,08:49:53,7.924168,4075.4792,70.914375,1.05957786E9,4.3133379E9,63941633000
mahananda,08:49:53,7.924168,4075.4792,70.914375,1.05957786E9,4.3133379E9,34076425800
URMILA-PC,08:50:01,30.03072,41957.535,10972.457,4.11849933E9,5.3200445E9,34502151900
mahananda,08:50:04,34.4692,20803.746,878.739,7.9205171E8,4.4226109E9,2186492700
DESKTOP-Q00J1OI,08:49:57,22.997246,1739.3354,5.787142,8.067113E8,6.1946757E9,4672180600
DESKTOP-Q00J1OI,08:50:07,47.784874,11414.708,133.47386,7.5504845E8,6.2576312E9,7235813500
URMILA-PC,08:50:04,30.03072,41957.535,10972.457,4.11849933E9,5.3200445E9,7235670300
URMILA-PC,08:50:01,30.03072,41957.535,10972.457,4.11849933E9,5.3200445E9,7234886100
DESKTOP-Q00J1OI,08:50:07,47.784874,11414.708,133.47386,7.5504845E8,6.2576312E9,7234866300
DESKTOP-Q00J1OI,08:50:07,47.784874,11414.708,133.47386,7.5504845E8,6.2576312E9,244942000
mahananda,08:50:04,34.4692,20803.746,878.739,7.9205171E8,4.4226109E9,7238800500
mahananda,08:50:04,34.4692,20803.746,878.739,7.9205171E8,4.4226109E9,7236321700
mahananda,08:50:14,43.3686,10881.371,1447.5438,8.8294195E8,4.4339855E9,8773556500
DESKTOP-Q00J1OI,08:50:07,47.784874,11414.708,133.47386,7.5504845E8,6.2576312E9,9209547000
mahananda,08:50:14,43.3686,10881.371,1447.5438,8.8294195E8,4.4339855E9,6996635600
URMILA-PC,08:50:21,16.802727,16258.029,2722.4978,4.19844096E9,5.2675256E9,3915334600
DESKTOP-Q00J1OI,08:50:17,24.015467,2157.8716,15.362066,8.0049357E8,6.2025769E9,3915192200
mahananda,08:50:24,15.527269,4115.697,33.74504,8.5945139E8,4.4369797E9,34608608900
mahananda,08:50:24,15.527269,4115.697,33.74504,8.5945139E8,4.4369797E9,34640230100
URMILA-PC,08:50:21,16.802727,16258.029,2722.4978,4.19844096E9,5.2675256E9,67174905400
URMILA-PC,08:50:21,16.802727,16258.029,2722.4978,4.19844096E9,5.2675256E9,21352791800
URMILA-PC,08:50:21,16.802727,16258.029,2722.4978,4.19844096E9,5.2675256E9,34898479400
DESKTOP-Q00J1OI,08:50:17,24.015467,2157.8716,15.362066,8.0049357E8,6.2025769E9,35216518500
mahananda,08:50:24,15.527269,4115.697,33.74504,8.5945139E8,4.4369797E9,44469308200
URMILA-PC,08:50:21,16.802727,16258.029,2722.4978,4.19844096E9,5.2675256E9,20386627900
mahananda,08:50:24,15.527269,4115.697,33.74504,8.5945139E8,4.4369797E9,4945759900
URMILA-PC,08:50:21,16.802727,16258.029,2722.4978,4.19844096E9,5.2675256E9,4874083700
mahananda,08:50:24,15.527269,4115.697,33.74504,8.5945139E8,4.4369797E9,9912865800
DESKTOP-Q00J1OI,08:50:27,36.019844,5538.5576,84.92402,7.6170035E8,6.2546452E9,9913012500
DESKTOP-Q00J1OI,08:50:27,36.019844,5538.5576,84.92402,7.6170035E8,6.2546452E9,6176767700
URMILA-PC,08:50:31,21.01279,28003.518,6353.968,4.19210035E9,5.2782285E9,6177049900
mahananda,08:50:44,7.447015,2111.4697,16.18214,8.9461965E8,4.4746424E9,6745458900
URMILA-PC,08:50:51,16.200712,15795.995,608.5221,4.03921306E9,5.3701919E9,6745387400
DESKTOP-Q00J1OI,08:50:48,21.252903,1113.7521,12.175426,8.5272166E8,6.1776036E9,3997628700
mahananda,08:50:55,13.922284,6106.7583,187.99553,9.5222579E8,4.4033024E9,27635377000
URMILA-PC,08:50:51,16.200712,15795.995,608.5221,4.03921306E9,5.3701919E9,29290306500
DESKTOP-Q00J1OI,08:50:58,14.804683,1022.86896,0.399091,8.4892877E8,6.1809418E9,29357522200
DESKTOP-Q00J1OI,08:50:58,14.804683,1022.86896,0.399091,8.4892877E8,6.1809418E9,29649873600
mahananda,08:50:55,13.922284,6106.7583,187.99553,9.5222579E8,4.4033024E9,29638002200
URMILA-PC,08:50:51,16.200712,15795.995,608.5221,4.03921306E9,5.3701919E9,29998901000
DESKTOP-Q00J1OI,08:50:58,14.804683,1022.86896,0.399091,8.4892877E8,6.1809418E9,31976875000
mahananda,08:50:55,13.922284,6106.7583,187.99553,9.5222579E8,4.4033024E9,32141968300
URMILA-PC,08:51:01,32.25748,38184.953,10024.272,4.13069312E9,5.3267948E9,484737400
DESKTOP-Q00J1OI,08:50:58,14.804683,1022.86896,0.399091,8.4892877E8,6.1809418E9,2947502100
mahananda,08:51:05,9.224481,1911.4451,33.968815,8.7468851E8,4.4954173E9,2904289000
DESKTOP-Q00J1OI,08:51:08,24.785269,4856.2607,4.988762,7.9566848E8,6.2423941E9,41865809400
URMILA-PC,08:51:11,19.478806,12496.479,2562.6475,4.16019661E9,5.2844339E9,43084199000
URMILA-PC,08:51:11,19.478806,12496.479,2562.6475,4.16019661E9,5.2844339E9,42977394600
mahananda,08:51:15,35.45387,15711.609,284.71747,1.12049766E9,4.4838257E9,4626824700
DESKTOP-Q00J1OI,08:51:08,24.785269,4856.2607,4.988762,7.9566848E8,6.2423941E9,4731474000
DESKTOP-Q00J1OI,08:51:08,24.785269,4856.2607,4.988762,7.9566848E8,6.2423941E9,1821715100
mahananda,08:51:25,24.04735,6952.092,146.8794,1.11164621E9,4.4848783E9,8926911300
DESKTOP-Q00J1OI,08:51:18,37.946434,5007.032,32.768795,7.3324954E8,6.2759444E9,5944950300
URMILA-PC,08:51:21,17.769548,14667.962,2425.3684,4.12787507E9,5.3449933E9,5945094800
mahananda,08:51:25,24.04735,6952.092,146.8794,1.11164621E9,4.4848783E9,82438700
URMILA-PC,08:51:21,17.769548,14667.962,2425.3684,4.12787507E9,5.3449933E9,20331363700
mahananda,08:51:35,24.549053,6242.6387,154.95274,1.10207386E9,4.4936847E9,67670878500
URMILA-PC,08:51:31,17.573734,9707.317,2177.4841,4.14702797E9,5.3231698E9,9775176400
DESKTOP-Q00J1OI,08:51:28,31.99101,3219.423,146.90979,7.2791245E8,6.2840381E9,2770053200
mahananda,08:51:35,24.549053,6242.6387,154.95274,1.10207386E9,4.4936847E9,35498769700
mahananda,08:51:35,24.549053,6242.6387,154.95274,1.10207386E9,4.4936847E9,2370972600
URMILA-PC,08:51:31,17.573734,9707.317,2177.4841,4.14702797E9,5.3231698E9,26569007000
DESKTOP-Q00J1OI,08:51:38,29.567183,2649.3777,29.35322,7.7861683E8,6.2505615E9,1954999300
mahananda,08:51:45,12.960547,10111.728,7.194257,9.9252224E8,4.4630589E9,3664727800
URMILA-PC,08:51:41,17.384583,15513.925,2617.905,4.12624896E9,5.3448294E9,9843607100
URMILA-PC,08:51:51,17.601263,16164.012,305.9693,4.09765888E9,5.3794447E9,4611082700
DESKTOP-Q00J1OI,08:51:48,30.746399,1275.2357,19.048176,7.7830554E8,6.249001E9,4487584600
URMILA-PC,08:52:01,13.230177,12349.626,2603.8237,4.12910387E9,5.3378703E9,20298022200
DESKTOP-Q00J1OI,08:51:59,29.190693,2040.4906,4.392016,7.8543667E8,6.2402191E9,20611641600
mahananda,08:52:05,1.485214,501.19638,18.784872,1.12857907E9,4.4186583E9,9329301400
DESKTOP-Q00J1OI,08:52:09,25.374166,1435.832,9.581529,7.7296026E8,6.256255E9,3707210200
URMILA-PC,08:52:11,9.949484,27967.32,88.49722,4.08246272E9,5.399593E9,6044466900
mahananda,08:52:16,1.439915,396.18048,1.793574,1.13301504E9,4.399788E9,2241058700
URMILA-PC,08:52:11,9.949484,27967.32,88.49722,4.08246272E9,5.399593E9,38042864900
mahananda,08:52:16,1.439915,396.18048,1.793574,1.13301504E9,4.399788E9,40328023700
URMILA-PC,08:52:21,4.643601,13146.334,198.04535,4.07284531E9,5.4139535E9,9235985400
mahananda,08:52:36,2.040402,608.6795,0.399658,1.1894743E9,4.3989852E9,56714877800
DESKTOP-Q00J1OI,08:52:39,33.43782,7655.697,0.999804,1.05193882E9,6.2413947E9,60263181500
URMILA-PC,08:52:41,4.539615,5567.907,0.999122,4.08983962E9,5.3883986E9,1650277000
DESKTOP-Q00J1OI,08:52:49,23.326233,8037.6475,297.9569,1.00653056E9,6.3046738E9,2022303700
mahananda,08:52:57,34.144676,12795.877,279.44788,1.0952663E9,4.5138493E9,8278034900
URMILA-PC,08:52:51,2.85422,4369.7837,0.399195,4.09140019E9,5.3885133E9,2115955200
DESKTOP-Q00J1OI,08:52:59,25.859362,2462.195,6.387017,9.8757427E8,6.325248E9,20756176000
mahananda,08:52:57,34.144676,12795.877,279.44788,1.0952663E9,4.5138493E9,20756235100
DESKTOP-Q00J1OI,08:52:59,25.859362,2462.195,6.387017,9.8757427E8,6.325248E9,20623589900
mahananda,08:53:07,29.139442,5223.309,39.113953,1.08344934E9,4.5132022E9,8233837100
mahananda,08:53:07,29.139442,5223.309,39.113953,1.08344934E9,4.5132022E9,9258557000
DESKTOP-Q00J1OI,08:52:59,25.859362,2462.195,6.387017,9.8757427E8,6.325248E9,8538905300
URMILA-PC,08:53:01,2.227598,5112.277,2.398066,4.09202688E9,5.3931827E9,9084153500
DESKTOP-Q00J1OI,08:52:59,25.859362,2462.195,6.387017,9.8757427E8,6.325248E9,36850888200
DESKTOP-Q00J1OI,08:53:10,39.292168,7350.3115,223.50471,9.1833139E8,6.3948923E9,9722677800
mahananda,08:53:17,18.997494,4335.649,144.44171,1.10737408E9,4.5011681E9,47327248000
mahananda,08:53:17,18.997494,4335.649,144.44171,1.10737408E9,4.5011681E9,10181382900
URMILA-PC,08:53:31,4.711698,5248.5957,9.593412,4.10973389E9,5.3594767E9,36132220800
URMILA-PC,08:53:41,2.268748,4659.582,1.398854,4.10803405E9,5.3594931E9,23609740200
URMILA-PC,08:53:41,2.268748,4659.582,1.398854,4.10803405E9,5.3594931E9,23605010800
URMILA-PC,08:53:41,2.268748,4659.582,1.398854,4.10803405E9,5.3594931E9,58837534400
mahananda,08:53:38,30.690374,10214.853,32.65758,1.06416947E9,4.5082624E9,23693609000
DESKTOP-Q00J1OI,08:53:40,23.775406,1754.2701,1.396712,1.00848435E9,6.2934262E9,20993546300
mahananda,08:53:38,30.690374,10214.853,32.65758,1.06416947E9,4.5082624E9,4549960600
mahananda,08:53:48,13.919915,5760.372,77.915764,1.07574067E9,4.4960727E9,8597372000
URMILA-PC,08:53:51,5.93567,6156.75,0.0,4.1775145E9,5.3471683E9,8478636500
URMILA-PC,08:54:01,3.197249,5181.3164,10.987524,4.1803776E9,5.3446328E9,20427362400
DESKTOP-Q00J1OI,08:54:01,38.02505,6561.656,196.57028,9.40032E8,6.3511224E9,21509870700
DESKTOP-Q00J1OI,08:54:01,38.02505,6561.656,196.57028,9.40032E8,6.3511224E9,2839687900
DESKTOP-Q00J1OI,08:54:01,38.02505,6561.656,196.57028,9.40032E8,6.3511224E9,21055285800
URMILA-PC,08:54:11,3.518321,5205.4146,1.998316,4.1849856E9,5.3441946E9,3699886400
mahananda,08:54:18,6.231884,642.4485,10.38462,1.08417024E9,4.458836E9,59309968600
URMILA-PC,08:54:21,3.512292,5285.343,25.349846,4.19547955E9,5.3259837E9,2474374900
DESKTOP-Q00J1OI,08:54:21,16.11424,3016.278,84.62264,9.5771853E8,6.2901821E9,2474937300
mahananda,08:54:18,6.231884,642.4485,10.38462,1.08417024E9,4.458836E9,2474551300
URMILA-PC,08:54:21,3.512292,5285.343,25.349846,4.19547955E9,5.3259837E9,7546980000
mahananda,08:54:28,5.861394,352.92178,1.998425,1.10371635E9,4.4383683E9,27883311100
mahananda,08:54:28,5.861394,352.92178,1.998425,1.10371635E9,4.4383683E9,20670896900
URMILA-PC,08:54:31,3.454737,6195.559,2.598389,4.19864166E9,5.2916675E9,48934250500
DESKTOP-Q00J1OI,08:54:31,21.927206,1765.8608,2.59568,9.4881792E8,6.3025889E9,76146493100
DESKTOP-Q00J1OI,08:54:31,21.927206,1765.8608,2.59568,9.4881792E8,6.3025889E9,1775668600
URMILA-PC,08:54:31,3.454737,6195.559,2.598389,4.19864166E9,5.2916675E9,3264849000
DESKTOP-Q00J1OI,08:54:41,23.389664,882.87744,13.950659,9.4632346E8,6.2920622E9,20216232500
mahananda,08:54:38,18.785723,5046.344,820.4529,1.06648371E9,4.4755354E9,20236074500
mahananda,08:54:58,11.803265,2776.011,462.20184,1.07738317E9,4.4405228E9,20120273800
URMILA-PC,08:55:01,2.234504,5484.313,22.553583,4.19246899E9,5.3004902E9,20008631500
DESKTOP-Q00J1OI,08:55:01,9.052417,852.84375,0.399365,9.5526502E8,6.2811136E9,20307256100
DESKTOP-Q00J1OI,08:55:22,3.750939,960.3871,1.398816,9.4552064E8,6.2724956E9,69812053900
URMILA-PC,08:55:21,3.226046,4307.8105,130.11574,4.14246093E9,5.3505188E9,12005627800
DESKTOP-Q00J1OI,08:55:22,3.750939,960.3871,1.398816,9.4552064E8,6.2724956E9,1778868100
mahananda,08:55:29,1.564151,444.08047,5.590941,1.08087296E9,4.4432425E9,2246629300
DESKTOP-Q00J1OI,08:55:29,24.4036,2337.2354,5.791663,9.1742618E8,6.3042888E9,3474804300
URMILA-PC,08:55:31,2.084523,4842.46,110.80916,4.15102157E9,5.3387059E9,3506869900
URMILA-PC,08:55:41,3.994644,4981.9883,95.51541,4.13136486E9,5.351338E9,20533063700
mahananda,08:55:39,2.114039,298.19498,12.999781,1.14981274E9,4.4391219E9,20584825100
mahananda,08:55:49,5.036046,321.79187,0.798491,1.14712986E9,4.4417802E9,9380774000
DESKTOP-Q00J1OI,08:55:52,29.443796,2062.8467,0.398695,8.7433626E8,6.3544197E9,9383338900
URMILA-PC,08:55:51,5.729957,6291.957,1313.2727,4.09308774E9,5.3593539E9,9380166900
URMILA-PC,08:56:01,2.015274,4905.283,85.142426,4.09832653E9,5.3729116E9,20907445700
mahananda,08:55:59,4.020371,243.11282,0.0,1.14511462E9,4.438913E9,21418548200
DESKTOP-Q00J1OI,08:56:02,27.034721,4181.853,12.957405,8.4846592E8,6.3726346E9,33050132300
mahananda,08:56:09,5.607094,3892.0408,61.708687,1.13197056E9,4.4426527E9,9992151100
URMILA-PC,08:56:11,5.779614,6531.303,1156.9406,4.09314509E9,5.3593334E9,6648359100
DESKTOP-Q00J1OI,08:56:23,31.641844,4034.0015,97.07809,8.3311002E8,6.3805194E9,20372157400
DESKTOP-Q00J1OI,08:56:23,31.641844,4034.0015,97.07809,8.3311002E8,6.3805194E9,8864160800
mahananda,08:56:19,8.807816,2134.836,233.85341,1.13218765E9,4.439937E9,8859555700
mahananda,08:56:29,4.792343,1000.3063,6.592792,1.13333862E9,4.4337725E9,4414946800
URMILA-PC,08:56:31,6.023122,14150.783,470.75992,4.06240461E9,5.411799E9,13116563200
DESKTOP-Q00J1OI,08:56:33,29.445786,2027.9568,3.987332,8.369111E8,6.3743959E9,13116323700
mahananda,08:56:40,10.550552,2183.295,240.969,1.17386035E9,4.4436111E9,97398038600
mahananda,08:56:40,10.550552,2183.295,240.969,1.17386035E9,4.4436111E9,5432607700
URMILA-PC,08:56:51,2.59619,4118.8228,42.525894,4.09269862E9,5.3706506E9,4294375200
DESKTOP-Q00J1OI,08:56:53,26.8704,2085.0933,5.993944,8.3974554E8,6.3543992E9,20039862100
URMILA-PC,08:57:01,1.803628,4806.1475,45.94023,4.09891635E9,5.3675704E9,20885564200
URMILA-PC,08:57:11,1.297909,6425.5493,550.0711,4.09926042E9,5.354111E9,3357778200
URMILA-PC,08:57:21,1.597505,4402.061,33.53647,4.09683968E9,5.351465E9,101817700
DESKTOP-Q00J1OI,08:57:13,25.337337,5986.2847,465.68637,8.0956621E8,6.36851E9,1798180100
DESKTOP-Q00J1OI,08:57:23,47.855972,10301.103,517.35315,7.1660339E8,6.4680919E9,4504599600
mahananda,08:57:20,44.455807,10169.987,2662.8167,1.10052966E9,4.472918E9,1562626400
mahananda,08:57:30,44.455055,12612.245,2052.4456,1.10458061E9,4.4685558E9,3693572600
mahananda,08:57:40,40.14851,11371.505,2577.089,1.10770995E9,4.4535767E9,20491864400
mahananda,08:57:40,40.14851,11371.505,2577.089,1.10770995E9,4.4535767E9,44944156800
DESKTOP-Q00J1OI,08:57:43,31.11742,5752.712,306.95187,8.121385E8,6.4746824E9,45463964500
URMILA-PC,08:57:41,1.730521,4637.0493,82.95437,4.10799718E9,5.3278065E9,20561264400
DESKTOP-Q00J1OI,08:57:43,31.11742,5752.712,306.95187,8.121385E8,6.4746824E9,20945175400
URMILA-PC,08:58:01,1.972355,4570.018,83.54914,4.1139159E9,5.320663E9,20011291800
DESKTOP-Q00J1OI,08:57:54,34.167004,5274.493,214.68631,8.2055987E8,6.4522609E9,20406480800
URMILA-PC,08:58:41,1.968185,4600.4565,97.265884,4.11693875E9,5.3245952E9,22076670400
mahananda,08:58:41,25.422743,6473.1714,205.30096,1.09966541E9,4.5080617E9,22407143700
URMILA-PC,08:58:41,1.968185,4600.4565,97.265884,4.11693875E9,5.3245952E9,7078451400
DESKTOP-Q00J1OI,08:58:46,31.125933,2887.6328,156.15302,7.8188954E8,6.4552182E9,28081369000
mahananda,08:58:51,23.701872,9763.165,364.10645,1.07871846E9,4.5240484E9,28081487200
URMILA-PC,08:58:51,3.714295,5689.585,79.53269,4.11220378E9,5.3240095E9,3321717700
mahananda,08:58:51,23.701872,9763.165,364.10645,1.07871846E9,4.5240484E9,3320127100
DESKTOP-Q00J1OI,08:58:56,32.206577,3035.4128,293.57568,7.6795904E8,6.4622305E9,3320650600
mahananda,08:58:51,23.701872,9763.165,364.10645,1.07871846E9,4.5240484E9,3435695500
DESKTOP-Q00J1OI,08:58:56,32.206577,3035.4128,293.57568,7.6795904E8,6.4622305E9,20556356900
mahananda,08:59:01,34.29903,11104.105,382.1356,1.03890125E9,4.54511E9,20684547500
DESKTOP-Q00J1OI,08:58:56,32.206577,3035.4128,293.57568,7.6795904E8,6.4622305E9,8849736300
URMILA-PC,08:59:01,3.538284,7099.6084,57.361286,4.07719117E9,5.3786952E9,8851204100
URMILA-PC,08:59:01,3.538284,7099.6084,57.361286,4.07719117E9,5.3786952E9,21158337600
DESKTOP-Q00J1OI,08:59:06,39.27304,5728.9062,244.05074,7.3315533E8,6.4963092E9,2399924300
mahananda,08:59:01,34.29903,11104.105,382.1356,1.03890125E9,4.54511E9,8234562600
URMILA-PC,08:59:01,3.538284,7099.6084,57.361286,4.07719117E9,5.3786952E9,8050019700
